user_id,session_id,auth_type,key,x,y,pressure,timestamp
genuine,1771628230680,pattern,swipe,282,522,1,1771628231267
genuine,1771628230680,pattern,swipe,282,522,1,1771628231284
genuine,1771628230680,pattern,swipe,282,522,1,1771628231305
genuine,1771628232293,pattern,swipe,83,341,1,1771628232294
genuine,1771628232293,pattern,swipe,83,341,1,1771628232316
genuine,1771628232293,pattern,swipe,84,341,1,1771628232332
genuine,1771628232293,pattern,swipe,92,340,1,1771628232336
genuine,1771628232293,pattern,swipe,106,337,1,1771628232349
genuine,1771628232293,pattern,swipe,129,330,1,1771628232366
genuine,1771628232293,pattern,swipe,156,324,1,1771628232383
genuine,1771628232293,pattern,swipe,194,320,1,1771628232400
genuine,1771628232293,pattern,swipe,217,321,1,1771628232416
genuine,1771628232293,pattern,swipe,239,322,1,1771628232432
genuine,1771628232293,pattern,swipe,262,323,1,1771628232450
genuine,1771628232293,pattern,swipe,285,322,1,1771628232465
genuine,1771628232293,pattern,swipe,301,323,1,1771628232482
genuine,1771628232293,pattern,swipe,308,326,1,1771628232499
genuine,1771628232293,pattern,swipe,310,328,1,1771628232515
genuine,1771628232293,pattern,swipe,311,331,1,1771628232532
genuine,1771628232293,pattern,swipe,312,336,1,1771628232549
genuine,1771628232293,pattern,swipe,312,351,1,1771628232583
genuine,1771628232293,pattern,swipe,313,342,1,1771628232565
genuine,1771628232293,pattern,swipe,306,382,1,1771628232615
genuine,1771628232293,pattern,swipe,310,364,1,1771628232599
genuine,1771628232293,pattern,swipe,301,407,1,1771628232632
genuine,1771628232293,pattern,swipe,297,425,1,1771628232649
genuine,1771628232293,pattern,swipe,292,446,1,1771628232665
genuine,1771628232293,pattern,swipe,287,466,1,1771628232682
genuine,1771628232293,pattern,swipe,284,484,1,1771628232699
genuine,1771628232293,pattern,swipe,282,497,1,1771628232716
genuine,1771628232293,pattern,swipe,281,504,1,1771628232732
genuine,1771628232293,pattern,swipe,281,510,1,1771628232749
genuine,1771628232293,pattern,swipe,281,513,1,1771628232765
genuine,1771628232293,pattern,swipe,281,514,1,1771628232782
genuine,1771628232293,pattern,swipe,281,514,1,1771628232799
genuine,1771628232293,pattern,swipe,281,514,1,1771628232816
genuine,1771628232293,pattern,swipe,281,514,1,1771628232832
genuine,1771628232293,pattern,swipe,281,514,1,1771628232848
genuine,1771628234046,pattern,swipe,87,330,1,1771628234047
genuine,1771628234046,pattern,swipe,87,330,1,1771628234053
genuine,1771628234046,pattern,swipe,88,330,1,1771628234064
genuine,1771628234046,pattern,swipe,89,330,1,1771628234082
genuine,1771628234046,pattern,swipe,103,330,1,1771628234087
genuine,1771628234046,pattern,swipe,109,330,1,1771628234096
genuine,1771628234046,pattern,swipe,125,329,1,1771628234114
genuine,1771628234046,pattern,swipe,155,324,1,1771628234131
genuine,1771628234046,pattern,swipe,182,321,1,1771628234148
genuine,1771628234046,pattern,swipe,211,321,1,1771628234163
genuine,1771628234046,pattern,swipe,239,322,1,1771628234181
genuine,1771628234046,pattern,swipe,293,331,1,1771628234230
genuine,1771628234046,pattern,swipe,261,324,1,1771628234196
genuine,1771628234046,pattern,swipe,279,327,1,1771628234214
genuine,1771628234046,pattern,swipe,303,335,1,1771628234247
genuine,1771628234046,pattern,swipe,309,339,1,1771628234263
genuine,1771628234046,pattern,swipe,311,342,1,1771628234280
genuine,1771628234046,pattern,swipe,313,345,1,1771628234297
genuine,1771628234046,pattern,swipe,315,348,1,1771628234313
genuine,1771628234046,pattern,swipe,316,352,1,1771628234330
genuine,1771628234046,pattern,swipe,316,357,1,1771628234348
genuine,1771628234046,pattern,swipe,314,368,1,1771628234363
genuine,1771628234046,pattern,swipe,308,390,1,1771628234380
genuine,1771628234046,pattern,swipe,301,410,1,1771628234396
genuine,1771628234046,pattern,swipe,294,431,1,1771628234413
genuine,1771628234046,pattern,swipe,288,452,1,1771628234429
genuine,1771628234046,pattern,swipe,284,471,1,1771628234446
genuine,1771628234046,pattern,swipe,281,487,1,1771628234464
genuine,1771628234046,pattern,swipe,279,505,1,1771628234497
genuine,1771628234046,pattern,swipe,280,498,1,1771628234480
genuine,1771628234046,pattern,swipe,279,508,1,1771628234513
genuine,1771628234046,pattern,swipe,279,510,1,1771628234529
genuine,1771628234046,pattern,swipe,279,510,1,1771628234576
genuine,1771628235456,pattern,swipe,89,332,1,1771628235457
genuine,1771628235456,pattern,swipe,89,332,1,1771628235465
genuine,1771628235456,pattern,swipe,89,332,1,1771628235461
genuine,1771628235456,pattern,swipe,90,332,1,1771628235485
genuine,1771628235456,pattern,swipe,90,332,1,1771628235496
genuine,1771628235456,pattern,swipe,98,331,1,1771628235502
genuine,1771628235456,pattern,swipe,111,330,1,1771628235511
genuine,1771628235456,pattern,swipe,127,326,1,1771628235528
genuine,1771628235456,pattern,swipe,151,321,1,1771628235545
genuine,1771628235456,pattern,swipe,205,316,1,1771628235578
genuine,1771628235456,pattern,swipe,230,317,1,1771628235595
genuine,1771628235456,pattern,swipe,177,318,1,1771628235563
genuine,1771628235456,pattern,swipe,255,319,1,1771628235611
genuine,1771628235456,pattern,swipe,275,322,1,1771628235629
genuine,1771628235456,pattern,swipe,291,324,1,1771628235645
genuine,1771628235456,pattern,swipe,303,327,1,1771628235661
genuine,1771628235456,pattern,swipe,309,330,1,1771628235678
genuine,1771628235456,pattern,swipe,316,335,1,1771628235695
genuine,1771628235456,pattern,swipe,320,340,1,1771628235711
genuine,1771628235456,pattern,swipe,321,345,1,1771628235728
genuine,1771628235456,pattern,swipe,322,350,1,1771628235745
genuine,1771628235456,pattern,swipe,319,360,1,1771628235762
genuine,1771628235456,pattern,swipe,311,386,1,1771628235778
genuine,1771628235456,pattern,swipe,305,409,1,1771628235795
genuine,1771628235456,pattern,swipe,300,431,1,1771628235812
genuine,1771628235456,pattern,swipe,295,450,1,1771628235829
genuine,1771628235456,pattern,swipe,291,468,1,1771628235844
genuine,1771628235456,pattern,swipe,288,481,1,1771628235861
genuine,1771628235456,pattern,swipe,287,490,1,1771628235878
genuine,1771628235456,pattern,swipe,286,496,1,1771628235895
genuine,1771628235456,pattern,swipe,286,500,1,1771628235911
genuine,1771628235456,pattern,swipe,286,501,1,1771628235928
genuine,1771628235456,pattern,swipe,286,501,1,1771628235991
genuine,1771628237000,pattern,swipe,87,328,1,1771628237001
genuine,1771628237000,pattern,swipe,87,328,1,1771628237005
genuine,1771628237000,pattern,swipe,87,328,1,1771628237026
genuine,1771628237000,pattern,swipe,98,328,1,1771628237035
genuine,1771628237000,pattern,swipe,106,327,1,1771628237043
genuine,1771628237000,pattern,swipe,127,321,1,1771628237060
genuine,1771628237000,pattern,swipe,156,312,1,1771628237076
genuine,1771628237000,pattern,swipe,199,305,1,1771628237094
genuine,1771628237000,pattern,swipe,232,303,1,1771628237110
genuine,1771628237000,pattern,swipe,257,305,1,1771628237127
genuine,1771628237000,pattern,swipe,276,309,1,1771628237144
genuine,1771628237000,pattern,swipe,289,314,1,1771628237160
genuine,1771628237000,pattern,swipe,296,318,1,1771628237176
genuine,1771628237000,pattern,swipe,303,324,1,1771628237193
genuine,1771628237000,pattern,swipe,308,331,1,1771628237209
genuine,1771628237000,pattern,swipe,311,339,1,1771628237226
genuine,1771628237000,pattern,swipe,311,359,1,1771628237260
genuine,1771628237000,pattern,swipe,312,347,1,1771628237243
genuine,1771628237000,pattern,swipe,306,376,1,1771628237276
genuine,1771628237000,pattern,swipe,301,396,1,1771628237292
genuine,1771628237000,pattern,swipe,294,420,1,1771628237309
genuine,1771628237000,pattern,swipe,285,453,1,1771628237326
genuine,1771628237000,pattern,swipe,282,474,1,1771628237342
genuine,1771628237000,pattern,swipe,280,490,1,1771628237359
genuine,1771628237000,pattern,swipe,279,500,1,1771628237376
genuine,1771628237000,pattern,swipe,279,504,1,1771628237393
genuine,1771628237000,pattern,swipe,279,507,1,1771628237409
genuine,1771628237000,pattern,swipe,279,510,1,1771628237426
genuine,1771628237000,pattern,swipe,278,513,1,1771628237442
genuine,1771628237000,pattern,swipe,278,514,1,1771628237459
genuine,1771628237000,pattern,swipe,277,515,1,1771628237477
genuine,1771628237000,pattern,swipe,276,515,1,1771628237488
genuine,1771628238517,pattern,swipe,94,338,1,1771628238518
genuine,1771628238517,pattern,swipe,94,338,1,1771628238522
genuine,1771628238517,pattern,swipe,95,338,1,1771628238541
genuine,1771628238517,pattern,swipe,108,337,1,1771628238549
genuine,1771628238517,pattern,swipe,113,336,1,1771628238558
genuine,1771628238517,pattern,swipe,135,332,1,1771628238574
genuine,1771628238517,pattern,swipe,165,326,1,1771628238592
genuine,1771628238517,pattern,swipe,209,320,1,1771628238609
genuine,1771628238517,pattern,swipe,242,318,1,1771628238624
genuine,1771628238517,pattern,swipe,270,317,1,1771628238642
genuine,1771628238517,pattern,swipe,289,318,1,1771628238657
genuine,1771628238517,pattern,swipe,306,322,1,1771628238691
genuine,1771628238517,pattern,swipe,302,320,1,1771628238674
genuine,1771628238517,pattern,swipe,313,327,1,1771628238707
genuine,1771628238517,pattern,swipe,317,332,1,1771628238724
genuine,1771628238517,pattern,swipe,319,337,1,1771628238740
genuine,1771628238517,pattern,swipe,318,345,1,1771628238758
genuine,1771628238517,pattern,swipe,311,370,1,1771628238776
genuine,1771628238517,pattern,swipe,306,387,1,1771628238791
genuine,1771628238517,pattern,swipe,297,425,1,1771628238808
genuine,1771628238517,pattern,swipe,293,443,1,1771628238824
genuine,1771628238517,pattern,swipe,287,473,1,1771628238841
genuine,1771628238517,pattern,swipe,285,489,1,1771628238857
genuine,1771628238517,pattern,swipe,284,498,1,1771628238874
genuine,1771628238517,pattern,swipe,284,504,1,1771628238890
genuine,1771628238517,pattern,swipe,283,507,1,1771628238908
genuine,1771628238517,pattern,swipe,283,509,1,1771628238940
genuine,1771628238517,pattern,swipe,283,509,1,1771628238958
genuine,1771628238517,pattern,swipe,283,510,1,1771628238971
genuine,1771628239947,pattern,swipe,90,326,1,1771628239949
genuine,1771628239947,pattern,swipe,91,326,1,1771628239973
genuine,1771628239947,pattern,swipe,100,325,1,1771628239983
genuine,1771628239947,pattern,swipe,127,323,1,1771628240006
genuine,1771628239947,pattern,swipe,107,325,1,1771628239989
genuine,1771628239947,pattern,swipe,153,317,1,1771628240023
genuine,1771628239947,pattern,swipe,194,308,1,1771628240042
genuine,1771628239947,pattern,swipe,216,305,1,1771628240055
genuine,1771628239947,pattern,swipe,249,301,1,1771628240073
genuine,1771628239947,pattern,swipe,277,300,1,1771628240090
genuine,1771628239947,pattern,swipe,300,303,1,1771628240106
genuine,1771628239947,pattern,swipe,310,307,1,1771628240123
genuine,1771628239947,pattern,swipe,316,313,1,1771628240139
genuine,1771628239947,pattern,swipe,318,317,1,1771628240156
genuine,1771628239947,pattern,swipe,320,326,1,1771628240172
genuine,1771628239947,pattern,swipe,320,336,1,1771628240189
genuine,1771628239947,pattern,swipe,316,354,1,1771628240206
genuine,1771628239947,pattern,swipe,309,373,1,1771628240222
genuine,1771628239947,pattern,swipe,302,395,1,1771628240239
genuine,1771628239947,pattern,swipe,294,418,1,1771628240255
genuine,1771628239947,pattern,swipe,281,463,1,1771628240289
genuine,1771628239947,pattern,swipe,285,449,1,1771628240273
genuine,1771628239947,pattern,swipe,277,482,1,1771628240306
genuine,1771628239947,pattern,swipe,276,490,1,1771628240322
genuine,1771628239947,pattern,swipe,276,495,1,1771628240338
genuine,1771628239947,pattern,swipe,276,499,1,1771628240356
genuine,1771628239947,pattern,swipe,276,503,1,1771628240373
genuine,1771628239947,pattern,swipe,276,506,1,1771628240388
genuine,1771628239947,pattern,swipe,275,506,1,1771628240405
genuine,1771628239947,pattern,swipe,273,507,1,1771628240423
genuine,1771628241412,pattern,swipe,92,331,1,1771628241413
genuine,1771628241412,pattern,swipe,92,331,1,1771628241437
genuine,1771628241412,pattern,swipe,101,333,1,1771628241446
